 State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,35, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, >50K
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,40, Mexico, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,50, United-States, >50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, >50K
 Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, Other-relative, Black, Female,20, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,30, United-States, >50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,48, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,32, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,40, ?, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Divorced, Sales, Other-relative, White, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,45, United-States, >50K
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,35, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Female,10, United-States, <=50K
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States, <=50K
 Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Female,11, Nicaragua, <=50K
 Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,50, United-States, <=50K
 ?, HS-grad, Divorced, ?, Not-in-family, White, Male,20, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, Greece, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,65, United-States, >50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,30, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,40, Mexico, <=50K
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college, Separated, Exec-managerial, Not-in-family, Black, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,25, United-States, <=50K
 ?, 11th, Divorced, ?, Own-child, White, Male,84, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,30, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,48, Canada, >50K
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,38, United-States, <=50K
 Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,55, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,18, United-States, >50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,60, ?, >50K
 Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,70, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,60, Greece, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,34, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Never-married, Sales, Own-child, Black, Female,40, United-States, <=50K
 Federal-gov, Masters, Divorced, Protective-serv, Not-in-family, White, Male,60, United-States, >50K
 Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, <=50K
 Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,30, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Female,50, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,50, Germany, <=50K
 Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,60, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,40, Cuba, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,55, United-States, <=50K
 Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,35, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,45, United-States, <=50K
 Private, 11th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,38, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, 11th, Never-married, Other-service, Own-child, Black, Female,25, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
 Private, 10th, Never-married, Sales, Own-child, White, Male,10, United-States, <=50K
 State-gov, Masters, Separated, Prof-specialty, Not-in-family, White, Male,38, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,30, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,30, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,20, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,20, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,24, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,37, Mexico, <=50K
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, >50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,48, United-States, <=50K
 Private, 10th, Divorced, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Local-gov, 12th, Never-married, Prof-specialty, Own-child, White, Male,30, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,30, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,55, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, Japan, <=50K
 Private, 11th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,15, United-States, <=50K
 Private, 10th, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K
 Local-gov, Prof-school, Divorced, Prof-specialty, Unmarried, Black, Female,40, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
 ?, HS-grad, Never-married, ?, Unmarried, Black, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,37, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
 State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,20, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,30, United-States, <=50K
 Private, HS-grad, Separated, Sales, Other-relative, White, Female,40, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
 ?, 11th, Divorced, ?, Unmarried, White, Female,58, Canada, <=50K
 ?, 10th, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, >50K
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, El-Salvador, <=50K
 Private, 12th, Never-married, Handlers-cleaners, Unmarried, White, Male,43, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,25, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,30, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States, <=50K
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
